query,intent
阿里巴巴宣布进军半导体领域，股价大微跌,finance
5G技术取得突破，OPPO率先实现商用,technology
俄罗斯战略支援部队举行大规模实弹演习,military
中国石油获欧盟政府50亿补贴,finance
上证指数突破3点关口，创近一月新高,finance
朱一龙翻唱周迅经典歌曲走红网络,entertainment
刘诗诗登上嘉人杂志封面,entertainment
《繁花》选角争议：网友热议杨紫是否适合角色,entertainment
中国首款隐身翼龙无人机量产交付,military
韩国第四代战斗机项目取得重大进展,military
工商银行宣布进军互联网领域，股价大暴跌,finance
电影《满江红》票房突破1亿，创爱情片新纪录,entertainment
研究人员利用芯片成功首次在真实环境中实现全自动操作,technology
法国航母伊丽莎白女王号开始海试,military
油价涨：国内92号汽油价格每升下调8元,finance
韩国海军山东舰正式服役，排水量达5000吨,military
巴基斯坦海军福特号正式服役，排水量达70000吨,military
日本失业率降至2.5%，就业市场回暖,finance
以色列海军阿利伯克级驱逐舰正式服役，排水量达40000吨,military
油价涨：国内92号汽油价格每升上调0.5元,finance
工商银行被列入实体清单，股价应声大跌,finance
切尔西官宣签下英格兰球星郑钦文,sports
库里社交媒体粉丝突破100万,sports
AUKUS发布2026全球军力排行榜,military
国际米兰官宣签下日本球星德约科维奇,sports
中国移动宣布进军锂电领域，股价大微跌,finance
中国石油拟万亿收购字节跳动汽车业务,finance
德国研发察打一体无人机投入8000亿美元,military
中国成功发射遥感卫星,military
刘亦菲演唱会香港站门票50秒售罄,entertainment
综艺《声生不息》第五季回归，易烊千玺加盟,entertainment
特斯拉发布自动驾驶大模型，参数量达15亿,technology
腾讯控股宣布回购100亿股票,finance
纳达尔荣获2026年度MVP,sports
英伟达宣布进军光伏领域，股价大暴跌,finance
研究人员利用脑机接口成功将推理速度提升10倍,technology
俄罗斯与日本就地中海问题举行军事会谈,military
腾讯最新机器人正式开售，售价1999元起,technology
油价涨：国内95号汽油价格每升上调2元,finance
Meta与英特尔达成大模型领域战略合作,technology
京东发布全年财报，营收200亿，同比增长1.5%,finance
芯片安全漏洞被发现，影响200万用户,technology
杨紫新片《长津湖》定档5月，预告片曝光,entertainment
黄金价格微涨至每盎司2000美元,finance
自动驾驶领域最新论文：将模型体积压缩90%,technology
黄渤深夜发文回应代言争议,entertainment
游泳运动在巴西越来越受欢迎,sports
邓超与赵丽颖合作新歌《孤勇者》上线,entertainment
特斯拉拟100亿收购字节跳动银行业务,finance
道琼斯今日暴涨2.5%，白酒板块领涨,finance
以色列成功试射激光武器，射程覆盖8000公里,military
腾讯控股股价大涨1.5%，市值突破万亿,finance
梅西在比赛中受伤，预计缺阵50周,sports
三星开源了其大模型框架，引发开发者热议,technology
操作系统被曝存在数据泄露问题，大疆回应将尽快修复,technology
中芯国际被列入负面清单，股价应声大跌,finance
赵丽颖新专辑《如愿》首周销量破2万,entertainment
《歌手》最新一期收视登顶，赵丽颖表现抢眼,entertainment
管清友解读降准：对军工板块影响几何,finance
拜仁以110:98击败阿森纳，拿下欧冠冠军,sports
《与凤行》选角争议：网友热议刘亦菲是否适合角色,entertainment
央行宣布定向降准，基准利率下调3个基点,finance
分析人士：印度在中亚的军事存在持续增强,military
美国军方宣布在东海部署装甲车,military
纳斯达克成交量突破50亿，市场情绪回暖,finance
任泽平解读定向降准：对银行板块影响几何,finance
智能音箱被曝存在信号不稳定问题，小米回应将尽快修复,technology
龚俊主演的《与凤行》正式杀青,entertainment
特斯拉与高通达成区块链领域战略合作,technology
法国队在西甲中爆冷击败美国队,sports
《脱口秀大会》最新一期收视登顶，沈腾表现抢眼,entertainment
高尔夫运动在英格兰越来越受欢迎,sports
无人机国行版正式发售，支持多模态交互,technology
央行宣布增发国债，LPR利率下调8个基点,finance
成毅演唱会深圳站门票30秒售罄,entertainment
沈腾演唱会南京站门票20秒售罄,entertainment
印度海军在东海进行远洋训练,military
《度华年》大结局收视率破5,entertainment
《披荆斩棘》最新一期收视登顶，雷佳音表现抢眼,entertainment
联想发布折叠屏手机，搭载卫星通信技术,technology
雷佳音登上VOGUE杂志封面,entertainment
土耳其与巴基斯坦签署军事合作协议,military
巴西申办2026年法网成功,sports
招商银行股价大涨2.5%，市值突破万亿,finance
巴西申办2025年世界杯成功,sports
以色列第五代战斗机项目取得重大进展,military
管清友：预计2026年GDP增速为2%,finance
电视剧《度华年》热播，豆瓣评分高达9.0,entertainment
美国公布6月CPI数据，同比下降2%,finance
军工基金近近一周微涨1%，成市场热点,finance
苹果被列入负面清单，股价应声微涨,finance
澳大利亚军费开支占GDP的20%,military
拜仁以120:105击败阿森纳，拿下欧洲杯冠军,sports
美国公布1月CPI数据，同比增长8%,finance
《大侦探》最新一期收视登顶，杨幂表现抢眼,entertainment
腾讯最新大模型正式开售，售价4999元起,technology
工商银行拟50亿收购华为医药业务,finance
区块链技术取得突破，vivo率先实现商用,technology
全红婵带伤上阵，勇士惜败皇马,sports
vivo开源了其区块链框架，引发开发者热议,technology
谷歌发布AI助手，搭载6G技术,technology
综艺《乘风破浪》第二季回归，迪丽热巴加盟,entertainment
伊朗首款隐身全球鹰无人机量产交付,military
土耳其自主研发的鱼雷系统通过验收,military
印度航母伊丽莎白女王号开始海试,military
羽毛球联赛最新积分榜：巴黎圣日耳曼领跑,sports
沈腾与沈腾合作新歌《大鱼》上线,entertainment
朱一龙新片《流浪地球3》定档1月，预告片曝光,entertainment
道琼斯突破0.5点关口，创近一月新高,finance
外资年内净买入A股50亿，看好军工板块,finance
萨拉赫荣获2025年度最佳新秀,sports
法国国防预算增至8000亿美元，同比增长30%,military
谷爱凌因违规被禁赛2场,sports
巴萨青训小将哈兰德一战成名,sports
《脱口秀大会》最新一期收视登顶，龚俊表现抢眼,entertainment
微软自研AI芯片流片成功,technology
韩国海军在台海进行远洋训练,military
光刻芯片性能跑分曝光，超越小米旗舰,technology
白鹿官宣出演郭帆导演新作,entertainment
迪丽热巴直播带货首秀，2分钟成交额破亿,entertainment
比特币价格突破2美元，近一周涨幅达50%,finance
剧版《满江红》确认开拍，龚俊将出演主角,entertainment
澳大利亚海军在东海进行远洋训练,military
6G安全漏洞被发现，影响30万用户,technology
英国陆军完成年度训练考核,military
操作系统被曝存在屏幕闪烁问题，三星回应将尽快修复,technology
西甲2028赛季正式开幕，15支球队参赛,sports
巴黎圣日耳曼发布新赛季球衣，设计灵感来源于柏林,sports
高通CEO余承东宣布智能手表将于9月发布,technology
特斯拉开源了其芯片框架，引发开发者热议,technology
孙兴慜因违规被禁赛500场,sports
任泽平：预计2026年GDP增速为20%,finance
湖人官宣签下英格兰球星德约科维奇,sports
综艺《向往的生活》第六季回归，刘亦菲加盟,entertainment
AR眼镜国行版正式发售，支持AI翻译,technology
央行宣布降息，逆回购利率下调5个基点,finance
宁德时代发行100亿公司债，票面利率3.5%,finance
伊朗海军在台海进行远洋训练,military
世界杯决赛将于10月在上海举行,sports
管清友：互联网行业拐点已到，建议关注龙头,finance
道琼斯成交量突破万亿，市场情绪回暖,finance
日经225今日大跌0.5%，互联网板块领跌,finance
日本与印度签署军事合作协议,military
拼多多发布三季度财报，营收2000亿，同比下降3.5%,finance
中国石油发布全年财报，营收500亿，同比增长3.5%,finance
贝林厄姆在比赛中受伤，预计缺阵15周,sports
姆巴佩因违规被禁赛2场,sports
贝林厄姆社交媒体粉丝突破100万,sports
剧版《满江红》确认开拍，王一博将出演主角,entertainment
网球联赛最新积分榜：皇马领跑,sports
中国公布8月CPI数据，同比下降5%,finance
德国维和部队在南海执行任务,military
伊朗军方宣布在南海部署反舰导弹,military
比亚迪裁员5%，将资源集中到大模型业务,technology
三星发布2027年技术趋势白皮书,technology
苹果宣布投资10亿研发自动驾驶,technology
刘亦菲主演的《知否2》正式杀青,entertainment
房地产基金近近一周微涨3.5%，成市场热点,finance
荣耀申请7000项区块链相关专利,technology
NBA决赛将于5月在马德里举行,sports
外资近一月净买入A股2000亿，看好芯片板块,finance
10月PMI数据公布：制造业PMI为50.5,finance
IPO最新消息：招商银行计划在纳斯达克上市,finance
动画电影《战狼3》口碑逆袭，票房持续走高,entertainment
比亚迪拟500亿收购滴滴芯片业务,finance
亚马逊发布全年财报，营收1000亿，同比下降0.5%,finance
OPPO发布芯片，搭载6G技术,technology
量子计算行业报告：市场规模将在2030年达到10亿,technology
俄罗斯与美国就地中海问题举行军事会谈,military
白鹿新专辑《如愿》首周销量破5万,entertainment
英国军方公布导弹防御系统最新测试画面,military
OPPO与阿里达成混合现实领域战略合作,technology
中国移动发布二季度财报，营收1000亿，同比增长3%,finance
英国军方宣布在印太部署高超音速导弹,military
OpenAI操作系统销量突破7000万台,technology
中国申办2028年美洲杯成功,sports
《声生不息》最新一期收视登顶，刘亦菲表现抢眼,entertainment
